# CORPUS CÂU MIX — sinh bằng scripts/voice/gen-mix.py (đừng sửa tay: sửa CLAUSES trong script).
# Cột: ids(phẩy, đúng thứ tự) | text
recirc,win_half_lf,readl	lấy gió trong và mở nửa kính lái và tắt đèn đọc
win_rr,fan,defrost	mở kính sau phải rồi tăng gió sau đó tắt sấy kính
win_lf,defrost,pm25	mở kính trước trái, bật sấy kính trước, bật lọc không khí
windows_all,ac_auto,defrost	hạ hết kính rồi tắt máy lạnh sau đó bật sấy kính trước
temp,cam,drl	đặt nhiệt độ 24 độ rồi bật camera 360 bật đèn ban ngày
headl,windows_all,defrost_rear	bật đèn pha rồi hạ hết kính và bật sấy kính sau
windows_all,win_rr,ac_auto	hạ hết kính rồi mở kính sau phải, tắt điều hoà
drl,recirc,temp	bật đèn ban ngày sau đó lấy gió ngoài đặt nhiệt độ 24 độ
temp,win_rf,win_rr	chỉnh nhiệt độ 22 độ xong mở kính trước phải xong mở kính sau phải
readl,ac_auto,trunk	tắt đèn đọc sau đó tắt máy lạnh đóng cốp
ac_auto,defrost,windows_all	bật điều hoà sau đó bật sấy kính trước hạ hết kính
win_rf,win_half_lf,recirc	mở kính trước phải và mở nửa kính lái và lấy gió ngoài
win_lr,pm25,fan	mở kính sau trái và tắt lọc bụi rồi tăng gió
readl,trunk,win_half_lf	bật đèn trần sau đó đóng cốp mở nửa kính lái
win_lf,win_rr,defrost_rear	hạ kính lái sau đó mở kính sau phải bật sấy kính sau
readl,recirc,trunk	bật đèn đọc rồi lấy gió trong xong đóng cốp
drl,sunroof,readl	bật đèn ban ngày, đóng cửa sổ trời sau đó bật đèn đọc
headl,temp,cam	tắt đèn pha sau đó chỉnh nhiệt độ 22 độ rồi bật camera 360
cam,recirc,win_rf	bật camera 360 lấy gió trong, hạ kiếng phải
headl,win_rr,win_lr	tắt đèn pha mở kính sau phải và mở kính sau trái
fan,ac_auto,recirc	giảm gió rồi tắt điều hoà xong lấy gió trong
recirc,windows_all,sunroof	chuyển gió ngoài và đóng hết kính mở nóc xe
sunroof,temp,defrost_rear	mở nóc xe đặt nhiệt độ 24 độ bật sấy kính sau
win_rf,win_lr,defrost	mở kính trước phải sau đó mở kính sau trái, tắt sấy kính
ac_auto,win_rr,win_lr	tắt máy lạnh sau đó mở kính sau phải xong mở kính sau trái
trunk,ac_auto,sunroof	mở cốp sau rồi tắt máy nạnh mở nóc xe
win_rr,headl,temp	mở kính sau phải rồi tắt đèn pha chỉnh nhiệt độ 22 độ
cam,readl,sunroof	bật camera 360 xong tắt đèn đọc xong đóng cửa sổ trời
sunroof,win_half_lf,headl	mở nóc xe, mở nửa kính lái bật đèn pha
temp,pm25,recirc	đặt nhiệt độ 24 độ sau đó tắt lọc bụi, lấy gió trong
pm25,trunk,windows_all	bật lọc không khí rồi mở cốp sau đóng hết kính
pm25,readl,win_rr	bật lọc không khí bật đèn đọc mở kính sau phải
temp,defrost,win_half_lf	đặt nhiệt độ 24 độ rồi bật sấy kính và mở nửa kính lái
headl,win_lf,sunroof	tắt đèn pha mở kính trước trái đóng cửa sổ trời
win_lf,windows_all,headl	mở kính trước trái sau đó hạ hết kính bật đèn pha
drl,recirc,headl	bật đèn ban ngày sau đó lấy gió ngoài rồi tắt đèn pha
temp,pm25,readl	chỉnh nhiệt độ 22 độ xong bật lọc bụi bật đèn trần
drl,cam,defrost	bật đèn ban ngày rồi bật camera 360 bật sấy kính
win_half_lf,recirc,pm25	mở nửa kính lái, lấy gió trong rồi bật lọc bụi
win_lf,defrost,temp	mở kính bên lái, tắt sấy kính và chỉnh nhiệt độ 22 độ
headl,win_lr,win_rr	tắt đèn pha và mở kính sau trái mở kính sau phải
defrost_rear,headl,drl	bật sấy kính sau tắt đèn pha rồi bật đèn ban ngày
headl,pm25,readl	tắt đèn pha sau đó tắt lọc bụi sau đó tắt đèn đọc
recirc,windows_all,drl	chuyển gió ngoài và đóng hết kính sau đó bật đèn ban ngày
ac_auto,trunk,pm25	tắt máy nạnh rồi mở cốp tắt lọc bụi
win_rr,defrost,win_half_lf	mở kính sau phải tắt sấy kính mở nửa kính lái
sunroof,win_half_lf,cam	mở cửa sổ trời rồi mở nửa kính lái xong mở camera
win_half_lf,sunroof,headl	mở nửa kính lái mở cửa sổ trời, tắt đèn pha
defrost_rear,drl,temp	bật sấy kính sau xong bật đèn ban ngày xong đặt nhiệt độ 24 độ
win_lr,drl,ac_auto	mở kính sau trái rồi bật đèn ban ngày và bật máy lạnh
defrost,trunk,ac_auto	bật sấy kính trước mở cốp sau tắt điều hoà
windows_all,headl,recirc	mở tất cả kính, tắt đèn pha lấy gió ngoài
windows_all,drl,readl	mở tất cả kính bật đèn ban ngày và tắt đèn đọc
recirc,sunroof,win_lf	lấy gió trong rồi mở cửa sổ trời hạ kiếng trái
temp,sunroof,win_lf	đặt nhiệt độ 24 độ và mở cửa sổ trời hạ kiếng trái
win_lf,win_rr,temp	hạ kiếng trái rồi mở kính sau phải và đặt nhiệt độ 24 độ
recirc,win_rf,trunk	chuyển gió ngoài sau đó mở kính trước phải sau đó mở cốp
win_half_lf,win_lf,fan	mở nửa kính lái, hạ kiếng trái rồi tăng gió
pm25,trunk,sunroof	bật lọc bụi xong mở cốp, mở cửa sổ trời
defrost_rear,cam,recirc	bật sấy kính sau, mở camera và lấy gió ngoài
headl,win_rr,win_rf	tắt đèn pha xong mở kính sau phải xong hạ kiếng phải
pm25,win_half_lf,cam	bật lọc không khí rồi mở nửa kính lái rồi mở camera
win_half_lf,defrost_rear,win_rr	mở nửa kính lái xong bật sấy kính sau xong mở kính sau phải
windows_all,recirc,win_half_lf	đóng hết kính lấy gió trong và mở nửa kính lái
temp,fan,win_rf	đặt nhiệt độ 24 độ rồi tăng gió mở kính trước phải
win_lr,temp,win_lf	mở kính sau trái, chỉnh nhiệt độ 22 độ hạ kiếng trái
cam,readl,windows_all	bật camera 360 bật đèn trần và mở tất cả kính
defrost,fan,cam	tắt sấy kính và tăng gió bật camera 360
cam,recirc,readl	mở camera lấy gió ngoài sau đó bật đèn đọc
win_rf,cam,fan	hạ kiếng phải sau đó mở camera giảm gió
win_half_lf,sunroof,defrost_rear	mở nửa kính lái rồi đóng cửa sổ trời, bật sấy kính sau
win_lr,fan,headl	mở kính sau trái tăng gió rồi tắt đèn pha
win_rr,fan,cam	mở kính sau phải sau đó tăng gió sau đó mở camera
defrost,win_rf,cam	bật sấy kính trước xong hạ kiếng phải mở camera
fan,readl,trunk	giảm gió và tắt đèn đọc xong mở cốp
win_rf,defrost_rear,defrost	hạ kiếng phải rồi bật sấy kính sau, bật sấy kính trước
win_lf,cam,temp	mở kính bên lái và bật camera 360 xong chỉnh nhiệt độ 22 độ
drl,win_rf,defrost	bật đèn ban ngày xong mở kính trước phải xong tắt sấy kính
win_rf,readl,win_lf	hạ kiếng phải bật đèn đọc xong hạ kính trước trái
sunroof,readl,headl	mở nóc xe sau đó tắt đèn đọc sau đó bật đèn pha
win_rr,readl,temp	mở kính sau phải sau đó tắt đèn đọc rồi đặt nhiệt độ 24 độ
ac_auto,drl,defrost	bật điều hoà và bật đèn ban ngày sau đó bật sấy kính trước
fan,win_rf,win_rr	tăng gió sau đó mở kính trước phải, mở kính sau phải
win_lr,defrost_rear,drl	mở kính sau trái bật sấy kính sau và bật đèn ban ngày
drl,win_rf,win_rr	bật đèn ban ngày rồi hạ kiếng phải sau đó mở kính sau phải
win_rr,recirc,windows_all	mở kính sau phải lấy gió ngoài sau đó đóng hết kính
pm25,win_rr,ac_auto	tắt lọc bụi mở kính sau phải và tắt điều hoà
sunroof,windows_all,temp	đóng cửa sổ trời mở tất cả kính, đặt nhiệt độ 24 độ
trunk,windows_all,readl	mở cốp sau xong hạ hết kính sau đó bật đèn đọc
win_rr,recirc,defrost	mở kính sau phải lấy gió trong xong tắt sấy kính
defrost,temp,ac_auto	tắt sấy kính và đặt nhiệt độ 24 độ rồi tắt máy lạnh
ac_auto,win_half_lf,recirc	tắt máy lạnh xong mở nửa kính lái rồi lấy gió ngoài
win_lr,windows_all,readl	mở kính sau trái sau đó hạ hết kính rồi bật đèn đọc
temp,win_rr,win_lf	chỉnh nhiệt độ 22 độ mở kính sau phải, mở kính trước trái
cam,trunk,temp	mở camera rồi mở cốp sau đặt nhiệt độ 24 độ
defrost,cam,win_half_lf	tắt sấy kính rồi bật camera 360 và mở nửa kính lái
temp,defrost,recirc	chỉnh nhiệt độ 22 độ, tắt sấy kính lấy gió trong
win_rr,temp,win_lr	mở kính sau phải rồi chỉnh nhiệt độ 22 độ và mở kính sau trái
sunroof,win_rr,readl	mở nóc xe rồi mở kính sau phải bật đèn trần
win_lf,fan,sunroof	hạ kính trước trái giảm gió, mở nóc xe
win_lr,sunroof,windows_all	mở kính sau trái đóng cửa sổ trời và hạ hết kính
defrost_rear,temp,drl	bật sấy kính sau chỉnh nhiệt độ 22 độ và bật đèn ban ngày
headl,win_lf,cam	bật đèn pha và hạ kính trước trái sau đó mở camera
recirc,cam,win_lf	lấy gió trong xong mở camera sau đó mở kính trước trái
win_lr,win_half_lf,readl	mở kính sau trái rồi mở nửa kính lái và bật đèn đọc
win_half_lf,temp,cam	mở nửa kính lái chỉnh nhiệt độ 22 độ bật camera 360
defrost,headl,win_rr	bật sấy kính trước xong tắt đèn pha và mở kính sau phải
win_half_lf,cam,ac_auto	mở nửa kính lái và mở camera rồi bật điều hoà
defrost_rear,fan,temp	bật sấy kính sau xong giảm gió đặt nhiệt độ 24 độ
ac_auto,win_rf,trunk	bật điều hoà mở kính trước phải rồi mở cốp
defrost,temp,cam	bật sấy kính trước xong đặt nhiệt độ 24 độ bật camera 360
ac_auto,recirc,win_lr	bật máy lạnh và lấy gió ngoài mở kính sau trái
windows_all,drl,defrost_rear	hạ hết kính bật đèn ban ngày bật sấy kính sau
win_lr,fan,defrost_rear	mở kính sau trái và giảm gió rồi bật sấy kính sau
readl,pm25,ac_auto	tắt đèn đọc sau đó bật lọc bụi sau đó tắt điều hoà
temp,trunk,windows_all	chỉnh nhiệt độ 22 độ mở cốp sau và đóng hết kính
trunk,pm25,readl	mở cốp sau và bật lọc bụi rồi bật đèn trần
readl,defrost_rear,win_lf	bật đèn đọc sau đó bật sấy kính sau xong hạ kiếng trái
trunk,defrost,fan	mở cốp và bật sấy kính trước tăng gió
trunk,drl,fan	mở cốp sau bật đèn ban ngày sau đó giảm gió
win_lf,win_half_lf,sunroof	hạ kính trước trái rồi mở nửa kính lái sau đó mở cửa sổ trời
drl,recirc,fan	bật đèn ban ngày và lấy gió trong rồi tăng gió
win_lf,pm25,defrost	mở kính trước trái sau đó bật lọc không khí xong tắt sấy kính
recirc,defrost,fan	chuyển gió ngoài và bật sấy kính rồi tăng gió
defrost_rear,win_lf,win_rr	bật sấy kính sau, hạ kính trước trái mở kính sau phải
ac_auto,cam,defrost	tắt máy lạnh mở camera bật sấy kính trước
defrost,pm25,headl	tắt sấy kính và tắt lọc bụi sau đó tắt đèn pha
drl,defrost_rear,pm25	bật đèn ban ngày bật sấy kính sau và tắt lọc bụi
recirc,cam,pm25	lấy gió trong sau đó bật camera 360 xong bật lọc không khí
defrost,win_half_lf,win_lf	bật sấy kính trước mở nửa kính lái và mở kính trước trái
win_rr,trunk,defrost_rear	mở kính sau phải rồi mở cốp sau và bật sấy kính sau
win_lr,temp,fan	mở kính sau trái và chỉnh nhiệt độ 22 độ rồi tăng gió
pm25,drl,ac_auto	tắt lọc bụi bật đèn ban ngày bật điều hoà
pm25,win_rr,readl	bật lọc bụi mở kính sau phải xong bật đèn đọc
headl,readl,windows_all	tắt đèn pha và tắt đèn đọc xong mở tất cả kính
win_rf,recirc,readl	hạ kính phụ chuyển gió ngoài tắt đèn đọc
defrost_rear,win_rf,win_lr	bật sấy kính sau rồi hạ kính phụ mở kính sau trái
headl,win_half_lf,ac_auto	bật đèn pha mở nửa kính lái và bật máy lạnh
recirc,defrost_rear,fan	lấy gió ngoài sau đó bật sấy kính sau rồi giảm gió
recirc,trunk,win_lf	lấy gió trong đóng cốp, mở kính trước trái
headl,win_rr,temp	bật đèn pha mở kính sau phải chỉnh nhiệt độ 22 độ
recirc,drl,defrost_rear	lấy gió trong bật đèn ban ngày sau đó bật sấy kính sau
drl,win_rf,defrost	bật đèn ban ngày và hạ kính phụ sau đó tắt sấy kính
defrost_rear,defrost,win_lf	bật sấy kính sau tắt sấy kính mở kính trước trái
trunk,cam,recirc	mở cốp sau bật camera 360, chuyển gió ngoài
win_rf,windows_all,win_lf	hạ kiếng phải, mở tất cả kính xong hạ kiếng trái
pm25,win_half_lf,win_lf	tắt lọc bụi mở nửa kính lái và mở kính bên lái
windows_all,temp,recirc	hạ hết kính đặt nhiệt độ 24 độ lấy gió ngoài
win_half_lf,pm25,windows_all	mở nửa kính lái tắt lọc bụi rồi mở tất cả kính
cam,win_rf,headl	bật camera 360 rồi hạ kính phụ xong bật đèn pha
windows_all,fan,drl	đóng hết kính sau đó tăng gió bật đèn ban ngày
headl,cam,pm25	tắt đèn pha bật camera 360 rồi bật lọc bụi
trunk,win_rr,headl	mở cốp sau mở kính sau phải bật đèn pha
win_lr,defrost_rear,readl	mở kính sau trái bật sấy kính sau rồi bật đèn đọc
ac_auto,win_rf,win_lr	bật máy lạnh sau đó hạ kính phụ rồi mở kính sau trái
defrost,recirc,windows_all	bật sấy kính trước rồi chuyển gió ngoài sau đó hạ hết kính
fan,ac_auto,win_rf	giảm gió sau đó tắt máy nạnh và mở kính trước phải
win_rr,recirc,temp	mở kính sau phải xong lấy gió ngoài, chỉnh nhiệt độ 22 độ
headl,drl,windows_all	bật đèn pha bật đèn ban ngày rồi hạ hết kính
win_half_lf,cam,win_rf	mở nửa kính lái xong mở camera rồi hạ kính phụ
win_lr,cam,readl	mở kính sau trái rồi mở camera và bật đèn đọc
trunk,defrost,win_lr	đóng cốp xong bật sấy kính mở kính sau trái
sunroof,fan,temp	mở cửa sổ trời tăng gió chỉnh nhiệt độ 22 độ
win_half_lf,win_lf,windows_all	mở nửa kính lái xong hạ kính trước trái và mở tất cả kính
win_rf,readl,drl	hạ kính phụ rồi tắt đèn đọc rồi bật đèn ban ngày
win_rr,readl,ac_auto	mở kính sau phải, bật đèn đọc sau đó bật điều hoà
temp,windows_all,win_rf	chỉnh nhiệt độ 22 độ hạ hết kính xong mở kính trước phải
temp,fan,windows_all	đặt nhiệt độ 24 độ rồi tăng gió mở tất cả kính
headl,win_rr,readl	tắt đèn pha, mở kính sau phải và bật đèn đọc
win_lr,temp,ac_auto	mở kính sau trái sau đó đặt nhiệt độ 24 độ, bật điều hoà
win_lf,win_rr,pm25	hạ kiếng trái, mở kính sau phải và bật lọc không khí
win_rf,temp,win_rr	hạ kính phụ sau đó đặt nhiệt độ 24 độ và mở kính sau phải
drl,windows_all,headl	bật đèn ban ngày rồi mở tất cả kính sau đó tắt đèn pha
windows_all,defrost,pm25	hạ hết kính, tắt sấy kính bật lọc bụi
win_half_lf,recirc,temp	mở nửa kính lái lấy gió ngoài rồi chỉnh nhiệt độ 22 độ
defrost,sunroof,fan	tắt sấy kính mở cửa sổ trời rồi giảm gió
pm25,ac_auto,headl	tắt lọc bụi và tắt điều hoà sau đó tắt đèn pha
windows_all,win_half_lf,trunk	hạ hết kính, mở nửa kính lái, mở cốp sau
recirc,windows_all,ac_auto	chuyển gió ngoài và mở tất cả kính tắt máy nạnh
cam,ac_auto,win_lr	mở camera tắt máy lạnh sau đó mở kính sau trái
defrost,drl,fan	tắt sấy kính sau đó bật đèn ban ngày và giảm gió
trunk,win_rf,win_rr	mở cốp sau mở kính trước phải, mở kính sau phải
pm25,headl,win_lr	bật lọc không khí tắt đèn pha rồi mở kính sau trái
drl,defrost_rear,temp	bật đèn ban ngày sau đó bật sấy kính sau sau đó chỉnh nhiệt độ 22 độ
